    1     1  20.7500000,   6.1999998
    2     1  20.3999996,   5.5999999
    3     1  20.2500000,   5.4499998
    4     1  20.1499996,   5.4499998
    5     1  19.4500008,   6.0000000
    6     1  20.2999992,   6.1999998
    7     1  20.7000008,   6.0000000
    8     1  20.4500008,   5.5500002
    9     1  19.4500008,   5.7500000
   10     1  20.1499996,   5.1999998
   11     1  19.1000004,   5.5999999
   12     1  18.7999992,   4.8499999
   13     1  19.3999996,   4.9000001
   14     1  18.7999992,   4.4499998
   15     1  18.7000008,   4.2500000
   16     1  18.0000000,   4.5000000
   17     1  17.8500004,   4.3000002
   18     1  17.6499996,   3.8499999
   19     1  17.7000008,   3.9000001
   20     1  17.0499992,   3.5999999
   21     1  16.5499992,   3.7500000
   22     1  16.7000008,   4.0999999
   23     1  16.8500004,   3.5500000
   24     1  15.8999996,   3.3499999
   25     1  15.6999998,   3.3499999
   26     1  15.5500002,   3.4500000
   27     1  15.8500004,   4.3499999
   28     1  15.0000000,   4.0999999
   29     1  15.1999998,   3.4500000
   30     1  14.6999998,   3.1500001
   31     1  14.6999998,   3.9000001
   32     1  14.2500000,   3.8000000
   33     1  14.8500004,   2.9000001
   34     1  15.6499996,   1.5500000
   35     1  13.8000002,   3.6500001
   36     1  13.1999998,   3.9000001
   37     1  13.3000002,   3.0500000
   38     1  12.8500004,   3.6500001
   39     1  12.6499996,   2.8499999
   40     1  12.3000002,   3.8499999
   41     1  12.3000002,   3.9000001
   42     1  12.3000002,   3.4000001
   43     1  11.6499996,   2.9500000
   44     1  11.6499996,   3.7500000
   45     1  11.6000004,   3.4000001
   46     1  11.0500002,   3.2500000
   47     1  10.5000000,   3.5500000
   48     1  10.8000002,   4.0999999
   49     1  10.8999996,   4.2500000
   50     1  10.9499998,   4.6999998
   51     1  10.4499998,   4.1999998
   52     1  10.3000002,   3.6500001
   53     1   9.5500002,   3.9500000
   54     1   8.8999996,   4.1999998
   55     1   9.1999998,   4.5500002
   56     1   9.0500002,   4.3000002
   57     1   9.0500002,   4.6500001
   58     1   9.6000004,   4.6999998
   59     1   9.3500004,   4.6999998
   60     1   9.5500002,   5.1999998
   61     1   9.6499996,   5.6500001
   62     1   8.8000002,   4.3499999
   63     1   8.5500002,   4.8000002
   64     1   8.3500004,   5.3499999
   65     1   8.8999996,   5.4000001
   66     1   9.1000004,   5.6999998
   67     1   8.6999998,   5.6999998
   68     1   8.4499998,   6.0000000
   69     1   7.8000002,   5.9499998
   70     1   8.1999998,   6.3000002
   71     1   7.8000002,   6.1999998
   72     1   7.4499998,   6.5500002
   73     1   7.4499998,   6.9499998
   74     1   8.0500002,   6.6999998
   75     1   8.0000000,   7.1999998
   76     1   7.3499999,   7.0000000
   77     1   7.5500002,   7.5500002
   78     1   6.8000002,   8.1000004
   79     1   7.3499999,   8.3999996
   80     1   6.6999998,   8.6499996
   81     1   7.0999999,   9.0000000
   82     1   6.5999999,   9.6999998
   83     1   6.6500001,   9.8500004
   84     1   6.6999998,   9.8500004
   85     1   7.3499999,   9.6499996
   86     1   6.9499998,   9.7500000
   87     1   7.2500000,   9.5000000
   88     1   7.0999999,   9.9499998
   89     1   7.2500000,  10.0000000
   90     1   7.1999998,  10.3500004
   91     1   7.1999998,  10.2500000
   92     1   6.9000001,  10.5500002
   93     1   7.5999999,  10.7500000
   94     1   6.9499998,  11.2500000
   95     1   7.3000002,  11.1999998
   96     1   7.1500001,  11.7500000
   97     1   7.6500001,  11.8000002
   98     1   7.5000000,  12.4499998
   99     1   8.0000000,  12.5000000
  100     1   8.0500002,  13.1999998
  101     1   8.3500004,  13.1499996
  102     1   8.3000002,  12.8500004
  103     1   8.8000002,  12.5500002
  104     1   8.3500004,  13.3000002
  105     1   8.5000000,  13.5500002
  106     1   9.0000000,  13.2500000
  107     1   9.3000002,  13.9499998
  108     1   9.7500000,  13.8000002
  109     1   9.7500000,  13.1999998
  110     1   9.7500000,  11.8000002
  111     1  10.3500004,  13.6499996
  112     1  10.3999996,  13.6000004
  113     1  10.6499996,  14.3000002
  114     1  10.8500004,  14.0000000
  115     1  10.7500000,  14.3000002
  116     1  10.4499998,  14.6999998
  117     1  11.3000002,  14.0000000
  118     1  11.5500002,  13.7500000
  119     1  11.5500002,  13.6499996
  120     1  11.8999996,  14.3500004
  121     1  12.3000002,  14.6999998
  122     1  12.5000000,  14.0000000
  123     1  13.1000004,  14.0000000
  124     1  12.7500000,  14.6499996
  125     1  13.5000000,  14.6499996
  126     1  13.6999998,  14.1999998
  127     1  13.9499998,  14.0000000
  128     1  13.8500004,  14.6499996
  129     1  14.7500000,  13.5500002
  130     1  14.5000000,  14.3000002
  131     1  14.8999996,  15.0000000
  132     1  15.3999996,  14.3999996
  133     1  15.6000004,  14.6499996
  134     1  15.4499998,  13.3999996
  135     1  16.2500000,  14.1999998
  136     1  17.0499992,  14.6499996
  137     1  16.8500004,  13.8500004
  138     1  16.6000004,  13.3999996
  139     1  17.2000008,  15.0000000
  140     1  17.3999996,  15.0000000
  141     1  17.3999996,  13.8999996
